Source Title	Print-ISSN
Canadian Journal of Rehabilitation	8280827
Canadian journal of research	0366743X 
Canadian Journal of Respiratory Therapy	12059838
Canadian journal of rural medicine : the official journal of the Society of Rural Physicians of Canada = Journal canadien de la medecine rurale : le journal officiel de la Societe de medecine rurale du Canada	12037796
Canadian Journal of Speech-Language Pathology and Audiology	1913200X
Canadian journal of sport sciences = Journal canadien des sciences du sport	8331235
Canadian Journal of Surgery	0008428X
Canadian Journal of Veterinary Research	8309000
Canadian Journal on Aging/La Revue canadienne du vieillissment/Canadian Public Policy/Analyse de Politiques	7149808
Canadian Medical Association journal	8203946
Canadian oncology nursing journal = Revue canadienne de nursing oncologique	1181912X
Canadian operating room nursing journal	7126778
Canadian Psychiatric Association Journal	84824
Canadian Respiratory Journal	11982241
Canadian services medical journal	3747190
Canadian Veterinary Journal	85286
Cancer	0008543X
Cancer and Chemotherapy Reviews	1885740X
Cancer and Metastasis Reviews	1677659
Cancer Biology and Therapy	15384047
Cancer biomarkers : section A of Disease markers	15740153
Cancer Biotherapy and Radiopharmaceuticals	10849785
Cancer Case Presentations: The Tumor Board	10907491
Cancer Causes and Control	9575243
Cancer Cell	15356108
Cancer Cell International	14752867
Cancer chemotherapy and biological response modifiers	9214410
Cancer Chemotherapy and Pharmacology	3445704
"Cancer Chemotherapy and Pharmacology, Supplement"	9439404
Cancer chemotherapy reports. Part 1	690112
Cancer chemotherapy reports. Part 2	690120
Cancer chemotherapy reports. Part 3	690139
Cancer Clinical Trials	1901206
Cancer Control	10732748
Cancer cytopathology	1934662X
Cancer Detection and Prevention	0361090X
Cancer Epidemiology	18777821
Cancer Epidemiology Biomarkers and Prevention	10559965
Cancer Forum	0311306X
Cancer genetics	22107762
Cancer imaging : the official publication of the International Cancer Imaging Society	17405025
Cancer Immunity	14249634
"Cancer Immunology, Immunotherapy"	3407004
Cancer Informatics	
Cancer Investigation	7357907
Cancer Journal	7657846
"Cancer journal (Sudbury, Mass.)"	15289117
Cancer Journal from Scientific American	10814442
Cancer Letters	3043835
Cancer Management and Research	11791322
Cancer Microenvironment	18752292
Cancer Molecular Biology	11105313
Cancer Nursing	0162220X
Cancer Practice	10654704
Cancer Prevention and Control	1206548X
"Cancer prevention research (Philadelphia, Pa.)"	19406207
Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique	12783218
Cancer Research	85472
"Cancer Research, Therapy and Control"	10640525
Cancer research. Supplement	5766656
Cancer Science	13479032
Cancer Surveys	2612429
Cancer Therapy	15439135
Cancer treatment and research	9273042
Cancer Treatment Reports	3615960
Cancer Treatment Reviews	3057372
CANNT journal = Journal ACITN	14985136
CAP today / College of American Pathologists	8911525
Capitation management report	10837183
Capitation rates & data	10901574
Capsula Eburnea	19705492
Cardiac Electrophysiology Clinics	18779182
Cardiac Electrophysiology Review	13852264
Cardiocore	1889898X
Cardiologia	3931978
Cardiology	86312
Cardiology Board Review	8888418
Cardiology Clinics	7338651
Cardiology in Review	10615377
Cardiology in the Elderly	10583661
Cardiology in the Young	10479511
Cardiology International	14688581
Cardiology Journal	18975593
Cardiology Letters	13383655
Cardiology Research and Practice	20900597
Cardiology Review	10926607
Cardiometabolic Risk and Weight Management	17500621
Cardioscience	10155007
Cardiovascular and Hematological Agents in Medicinal Chemistry	18715257
Cardiovascular and Hematological Disorders - Drug Targets	1871529X
CardioVascular and Interventional Radiology	74155101
Cardiovascular Diabetology	14752840
Cardiovascular Diseases	933546
Cardiovascular Drug Reviews	8975957
Cardiovascular Drugs and Therapy	9203206
Cardiovascular Engineering	14329077
"Cardiovascular engineering (Dordrecht, Netherlands)"	15678822
Cardiovascular Imaging	11200421
Cardiovascular Journal of Africa	19951892
Cardiovascular Journal of Southern Africa	10159657
Cardio-vascular nursing	86355
Cardiovascular Pathobiology	10887180
Cardiovascular Pathology	10548807
Cardiovascular Radiation Medicine	15221865
Cardiovascular Research	86363
Cardiovascular Revascularization Medicine	15538389
Cardiovascular Reviews and Reports	1973118
Cardiovascular Risk Factors	11339160
Cardiovascular Surgery	9672109
Cardiovascular Therapeutics	17555914
Cardiovascular Toxicology	15307905
Cardiovascular Ultrasound	14767120
Care giver : journal of the College of Chaplains	10778586
Care Management Journals	15210987
Care of the Critically Ill	2660970
Caribbean Studies	86533
Caries Research	86568
Caring : National Association for Home Care magazine	0738467X
Carlsberg Research Communications	1051938
Case Manager	10619259
Case Reports and Clinical Practice Review	
Case Reports in Dermatology	
Case Reports in Gastroenterology	
Case Reports in Oncology	
Case Reports in Ophthalmology	
Case Western Reserve law review	87262
Cases Journal	17571626
Casopis Lekaru Ceskych	87335
?asopis za zgodovino in narodopisje. Review for history and ethnography	5905966
Catheterization and Cardiovascular Diagnosis	986569
Catheterization and Cardiovascular Interventions	15221946
Catholic hospital	88099
CCL family foundations	
CDA journal California Dental Association	0746424X
CDC AIDS weekly	0884903X
"CDR (London, England : Weekly)"	1443186
CDS review	911666
CEDPA network (Online)	
Cell and Tissue Banking	13899333
Cell and Tissue Research	0302766X
Cell Health and Cytoskeleton	11791330
Cell Regulation	10442030
Cell Transplantation	9636897
Cell Vision - Journal of Analytical Morphology	10731180
Cells and Materials	10516794
Cells Tissues Organs	14226405
Cellular and Molecular Immunology	16727681
Cellular Oncology	15705870
Cellular oncology (Dordrecht)	22113428
Cellular Therapy and Transplantation	1867416X
CEMOTI: Cahiers d'etudes sur la Mediterranee orientale et le monde turco-iranien	7649878
Cent Home Care Policy Res Policy Briefs	
Centaurus; international magazine of the history of science and medicine	88994
Central African Journal of Medicine	89176
Central European Journal of Medicine	18951058
Central European Journal of Public Health	12107778
Central European Journal of Urology	20804806
Central European neurosurgery	18684912
Central Nervous System Trauma	7375999
Central-European Journal of Immunology	14263912
Cephalalgia : an international journal of headache	3331024
"Cephalalgia, Supplement"	8001952
Cerebellum	14734222
Cerebral Cortex	10473211
Cerebral palsy review	
Cerebrovascular and Brain Metabolism Reviews	10408827
Cerebrovascular Diseases	10159770
Cerrahpasa Tip Dergisi	13005227
Cerrahpasa Tip Fakultesi Dergisi	3767833
Ceska a Slovenska Gastroenterologie	12107824
Ceska a Slovenska Gastroenterologie a Hepatologie	1213323X
Ceska a Slovenska Neurologie a Neurochirurgie	12107859
Ceska a Slovenska Oftalmologie	12119059
Ceska a Slovenska Psychiatrie	12120383
Ceska Gynekologie	12107832
Ceska Radiologie	12107883
Ceska Revmatologie	12107905
Ceske Pracovni Lekarstvi	12126721
Ceskoslovenská biologie	5289173
Cesko-Slovenska Dermatologie	90514
"Ceskoslovenska epidemiologie, mikrobiologie, imunologie"	90522
Ceskoslovenska Fyziologie	12106313
Cesko-Slovenska Gastroenterologie a Vyziva	90565
Cesko-Slovenska Gynekologie	3746852
Ceskoslovenska Hygiena	90573
Ceskoslovenská nemocnice	
Ceskoslovenska neurologie	90581
Ceskoslovenska neurologie a neurochirurgie	3010597
Ceskoslovenská onkológia	
Ceskoslovenska Patologie	90611
Cesko-Slovenska Patologie a Soudni Lekarstvi	12107875
Cesko-Slovenska Pediatrie	692328
Cesko-Slovenska Psychiatrie	692336
Cesko-Slovenska Radiologie	692344
Ceskoslovenska rentgenologie	
Ceskoslovenske zdravotnictvi	90689
Ceylon Medical Journal	90875
Champ Psychosomatique	12665371
Chang Gung Medical Journal	2558270
Chart	692778
Chekhoslovatskaia fiziologiia	
Chembiochem : a European journal of chemical biology	14394227
Chemical dependencies	2765608
Chemical Immunology	10150145
Chemical Immunology and Allergy	16602242
Chemical Record	15278999
Chemical Senses	0379864X
Chemical Senses and Flavor	3022471
"Chemical, Biomedical, and Environmental Instrumentation"	1904094
Chemioterapia	0392906X
Chemistry and Biodiversity	16121872
Chemotherapia	3667170
Chemotherapie Journal	9406735
"Chemotherapie Journal, Supplement"	9446486
Chemotherapy	93157
Chest	123692
Chest Surgery Clinics of North America	10523359
Chiba Igakkai zasshi. The Journal of Chiba Medical Society	93459
Chiba Medical Journal	3035476
Child Abuse and Neglect	1452134
Child Abuse Review	9529136
Child and Adolescent Mental Health	1475357X
Child and Adolescent Psychiatric Clinics of North America	10564993
Child and Adolescent Psychiatry and Mental Health	17532000
Child Care in Practice	13575279
Child Development	93920
Child Development Perspectives	17508592
Child health alert	10644849
Child health dialogue	13632094
Child Language Teaching and Therapy	2656590
Child Maltreatment	10775595
Child Nephrology and Urology	10126694
Child Neuropsychology	9297049
Child Psychiatry and Human Development	0009398X
"Child: Care, Health and Development"	3051862
Children	94064
Children Today	3614336
Children's Health Care	2739615
Children's Hospital Quarterly	8995869
Children's Nurses	20362218
Children's Pulmonology	3544265
Child's Brain	3022803
Child's Nervous System	2567040
China Aktuell	3416631
China population newsletter	10009043
China population today	10034595
China's medicine	
Chinese Journal of Andrology	10080848
Chinese Journal of Cancer Prevention and Treatment	16735269
Chinese Journal of Cancer Research	10009604
Chinese Journal of Cardiology	2533758
Chinese Journal of Cerebrovascular Diseases	16725921
Chinese Journal of Clinical Nutrition	10085882
Chinese Journal of Clinical Oncology	10008179
Chinese Journal of Clinical Rehabilitation	16715926
Chinese Journal of Contemporary Neurology and Neurosurgery	16726731
Chinese Journal of Contemporary Pediatrics	10088830
Chinese Journal of Digestive Diseases	14439611
Chinese Journal of Emergency Medicine	16710282
Chinese Journal of Endemiology	10004955
Chinese Journal of Evidence-Based Medicine	16722531
Chinese Journal of Forensic Medicine	10015728
Chinese Journal of Gastroenterology	10087125
Chinese Journal of Infection and Chemotherapy	10097708
Chinese Journal of Integrated Traditional and Western Medicine	10066497
Chinese Journal of Integrative Medicine	16720415
Chinese Journal of Interventional Imaging and Therapy	16728475
Chinese Journal of Lung Cancer	10093419
Chinese Journal of Medical Genetics	10039406
Chinese Journal of Medical Imaging Technology	10033289
Chinese Journal of Microbiology and Immunology	2545101
Chinese Journal of Microbiology and Immunology	2532662
Chinese Journal of Natural Medicines	16723651
Chinese Journal of Neurology	10067876
Chinese Journal of Neurology and Psychiatry	4124057
Chinese Journal of New Drugs	10033734
Chinese Journal of Oncology	2533766
Chinese Journal of Ophthalmology	4124081
Chinese Journal of Physiology	3044920
Chinese journal of population science	10448403
Chinese Journal of Psychiatry	10067884
Chinese Journal of Public Health	10232141
Chinese Journal of Radiology	10188940
Chinese Journal of Rehabilitation Medicine	10011242
Chinese Journal of Traumatology - English Edition	10081275
Chinese Medical Journal	3666999
Chinese Medical Journal (Taipei)	5781337
Chinese Medical Sciences Journal	10019294
Chinese Medicine	17498546
Chinese Ophthalmic Research	10030808
Chinese Traditional and Herbal Drugs	2532670
Chinese-German Journal of Clinical Oncology	16101979
Chinesische Medizin	9302786
Chiropractic and Osteopathy	17461340
Chiropractic history : the archives and journal of the Association for the History of Chiropractic	7364377
Chiropractic Sports Medicine	8896976
Chirurgia	12219118
Chirurgia	94730
Chirurgia degli Organi di Movimento	94749
Chirurgia del Piede	3920771
Chirurgia Italiana	94773
Chirurgia Narzadow Ruchu i Ortopedia Polska	0009479X
Chirurgia Plastica	3405664
Chirurgia Polska	15075524
Chirurgie	14001
Chirurgie de la Main	12973203
Chirurgie Pediatrique	1805738
Chirurgische Gastroenterologie Interdisziplinar	1779990
Chirurgische Praxis	94846
Chot mai het kan phayaban	1250035
Christian bioethics	13803603
"Christian century (Chicago, Ill. : 1902)"	95281
Christian nurse international	10107355
Christianity today	95753
Chromosoma	95915
Chronic Diseases in Canada	2288699
Chronic lllness	17423953
Chronic Respiratory Disease	14799723
Chronica Dermatologica	111759
Chronicle (Royal College of Physicians of Edinburgh)	2680688
Chronicle of the World Health Organization	10103090
Chronobiology International	7420528
Chudoku kenkyu : Chudoku Kenkyukai jun kikanshi = The Japanese journal of toxicology	9143777
Ciba clinical symposia	3625060
Ciencia e Agrotecnologia	14137054
Ciencia e Saude Coletiva	14138123
Ciencia Ginecologika	11372273
Ciencia Rural	1038478
Ciencia y Enfermeria	7172079
CIN - Computers Informatics Nursing	15382931
